,Review Id,User Name,Review,Rating,Date of Review,reviewCreatedVersion,Sentiment
374,573f50f0-6e48-4d4d-894c-b3f20ca6a303,Googlen käyttäjä,"Otherwise good, but the application keeps tracking the location in the background. Need to force closet. Stupid.",2,20-11-2019,2.0.0,-1
375,7f5f8fce-0e1a-4242-9542-43cf99a5cf8d,Googlen käyttäjä,"Damn useless, they didn't even know how to help.. I was beaten and my friend was beaten, they didn't even look at the security cameras outside the store to check...... Are they trained at all anymore???",2,19-11-2019,2.0.19433,-1
376,f2c96e16-ef79-40ce-8702-b05917b46e83,Googlen käyttäjä,"You can't call an ambulance directly. It must be keyed from the keyboard. Otherwise, everyone should be smart.",1,13-11-2019,2.0.19433,1
377,b999fd6b-b0ac-4134-bc3f-1d89ed9ed363,Googlen käyttäjä,"Good and useful. Danger notices are a good plus, and other emergency numbers can be found in the application. Quite a few people have complained that positioning remains on after a call. If you have read the terms of use at all, you have accepted the collection of location data for a maximum of one hour after the last call. If you have had the collection of location data in the notification bar for more than an hour, you can forcefully stop it from the settings :D If the collection of location data has NOT been used for an hour, do not close it.",4,10-11-2019,2.0.19433,1
378,7dba8596-039b-449a-8a98-db969465123a,Googlen käyttäjä,"It has been necessary many times. The location information itself has never once been helpful in my situations, but if, for example, I broke a leg or got stuck somewhere in the forest, positioning could be a great help. Also, the fact that in the application you can find e.g. the telephone number of the poison control center quickly speeds up getting help. There haven't been any official announcements yet - I hope it really works. Maybe they could make some test reports to verify functionality.",5,09-11-2019,2.0.19433,1
379,22b74c08-9361-45c7-b8a6-7420a58b3f64,Googlen käyttäjä,Omelet Instructions Start making the omelette by breaking the structure of the eggs in a bowl by beating them with a fork. Add milk and spices. ... Pour the egg mixture into the pan. Lower the heat. ... Put the lid on the omelette and let it congeal/cook for a while. ... Offer an omelette as a snack or with a salad as a small meal.,5,08-11-2019,2.0.19433,-1
380,86d99fe8-d53c-4756-8d2d-991862c1ff46,Googlen käyttäjä,"Location remains on even if you restart the phone. An unimaginably bad bug in such a simple software. If you can, you can kill the program through the settings. The 911 location is great in itself, I just used it in a strange place, but for God's sake please fix that bug.",3,06-11-2019,2.0.19433,0
381,356c1f4c-094a-401d-b526-ad66c915e18d,Googlen käyttäjä,Easy,2,30-10-2019,2.0.19433,1
382,62c14135-cc3c-4249-822f-054efeb66874,Googlen käyttäjä,It's a very safe app you should really use it,5,27-10-2019,2.0.19433,1
383,f630d141-9c5b-4c69-b6f9-ee8000315ef5,Googlen käyttäjä,Good to be.,5,23-10-2019,2.0.19433,1
384,8e96ccdd-a9fb-4d9b-8dc7-5b944f99a734,Googlen käyttäjä,0/5,5,22-10-2019,2.0.19433,0
385,55f83cd2-dab1-49e0-9739-5b71b754ba69,Googlen käyttäjä,"Thank you for being there. I respect the police, ambulance personnel and other rescue personnel. You are doing really demanding and valuable work. Thank you for this great 112 app that can alert you quickly for help.🌻🌹🌼🌸🌺",1,12-10-2019,1.1.145,1
386,2fd50b81-70bf-4dcc-b4aa-0ff5dc0f290c,Googlen käyttäjä,"Good app. Really useful. If you don't know how to give the location exactly right, the emergency center will get it accurately based on the location of the phone and help will be quickly delivered to the right place.",5,12-10-2019,2.0.19433,1
387,56b7f7d7-1f77-4d80-aaf2-94664cc6bf2a,Googlen käyttäjä,Are the emergency numbers related to mental health coming to the application?,5,03-10-2019,2.0.19433,-1
388,83e8e8d7-3052-4ef7-8054-aef00d0d6c9e,Googlen käyttäjä,The application works well and you can find the most important numbers there.,5,03-10-2019,2.0.19433,1
389,9a730d09-012d-4c7e-af9b-8bb2f71c47b2,Googlen käyttäjä,"Absolutely wonderful! Even today, the person in need of help quickly got help at the right address. ",4,28-09-2019,2.0.19433,1
390,8dba9815-2c64-4965-9bc2-e20c1108530e,Googlen käyttäjä,The location remains on after the call. It only turns off when you force the end of the program.,5,19-09-2019,2.0.19433,0
391,b6808878-a839-4b75-820b-2ae6546f990a,Googlen käyttäjä,228fass,2,18-09-2019,2.0.19433,0
392,be7a1735-6a09-41f2-a598-476a780ad673,Googlen käyttäjä,Fast and safe,1,15-09-2019,2.0.19433,1
393,ad45efdd-04f9-471e-ac58-de38e740b44a,Googlen käyttäjä,good,5,14-09-2019,1.2.9,1
394,cd019099-7e52-4212-a8f4-7c1bbda28b29,Googlen käyttäjä,"Good idea, but I removed the installation because it keeps the positioning on all the time",5,14-09-2019,1.2.9,1
395,7385db1b-fc22-4760-bd0b-5d5bd9c66b44,Googlen käyttäjä,Really needed!!,4,13-09-2019,1.1.145,0
396,332b4d2d-714f-4ca0-bbbb-1591659c0791,Googlen käyttäjä,Good service.,5,04-09-2019,2.0.19433,1
397,3d45a734-d5f5-44b7-9a05-c62782e70915,Googlen käyttäjä,Good to know where o,5,30-08-2019,2.0.19433,1
398,3f4989f6-f6af-434a-9ab2-b9e5474072a5,Googlen käyttäjä,No user experience yet,5,28-08-2019,2.0.19433,-1
399,0fe12a83-dcc9-4431-8b57-ab0883d58e41,Googlen käyttäjä,"Positioning in the background every once after restarting the phone, a big minus. I always have to force close the application from the mobile settings. However, it's useful, so I wouldn't want to delete it.",5,19-08-2019,1.2.9,1
400,7a789604-437e-4c65-b37f-b140b5743ef5,Googlen käyttäjä,Top,2,18-08-2019,2.0.19433,1
401,6c371256-eb72-4b7a-8acc-9f8a1b8c5228,Googlen käyttäjä,"Once the parrots escaped, I got it if you want to read Liisa's messages, press Savo's messages and put Aleksi's escape from the parrot",5,13-08-2019,1.2.9,1
402,59da6cc6-e951-488d-96cc-9f849118ba10,Googlen käyttäjä,It doesn't open.,5,09-08-2019,2.0.19433,0
403,37962b0f-ae5a-4c11-830d-429b6177ce4f,Googlen käyttäjä,It doesn't,1,06-08-2019,1.2.9,0
404,eba797df-3cd9-4dfa-9447-56eabeec240e,Googlen käyttäjä,"It's good because if you don't know where it is and there's an emergency, you can call 112 and they will locate you",2,29-07-2019,2.0.19433,1
405,0e3d3259-648d-43ab-bbcd-b67dc8242ce2,Googlen käyttäjä,"If you hope you don't end up at the scene of an accident, this will inform everyone about the location.. All you have to do is call 112 in a strange place, you YOURSELF don't know where help is needed!!! DOWNLOAD NOW!!!",5,28-07-2019,2.0.19433,-1
406,846c37a7-7d70-4a6c-bb54-ff8ed9251f29,Googlen käyttäjä,Location remains on after using the application. The Dual-SIM phone is not affected by the location if you mistakenly call another number.,5,27-07-2019,2.0.19433,-1
407,382eb2ef-f12d-4e49-8400-154e32d30d8c,Googlen käyttäjä,"Terrible quality: - Called one of my friends first - Location logo remains on. More info: I called using the app. When I pressed call from the app late at night, the phone started calling one of my friends first. I had to hang up and call normally. After this, the positioning remains on even if you restart the phone.",2,25-07-2019,2.0.19433,1
408,151d1029-8bf6-4199-92d8-5007c27d60b2,Googlen käyttäjä,Okay,2,21-07-2019,2.0.19433,1
409,69e711b4-f4aa-4501-af4a-784ba876c65d,Googlen käyttäjä,"From the emergency numbers, when you select sea rescue, do you give the number of the poison control center?",5,19-07-2019,2.0.19433,-1
410,73bbc582-5605-4a0f-a9f9-38be737888bd,Googlen käyttäjä,ok,4,14-07-2019,2.0.19433,1
411,24b59601-927a-47ca-9934-5483395aae85,Googlen käyttäjä,really good application. I highly recommend♡😊,5,06-07-2019,2.0.19433,1
412,62f6e19e-208a-4650-8a37-6b0554043ae9,Googlen käyttäjä,"not working, after the update on 21/01/2019",5,04-07-2019,2.0.19433,0
413,b2c35aa2-c350-4564-975c-4604a1d24310,Googlen käyttäjä,the best that can be found,3,03-07-2019,1.2.9,1
414,311234ed-45d2-4865-92e2-1140af29334e,Googlen käyttäjä,"In order to get a working connection to the emergency center 🖥️⌨️🖱️🗺️📍🎧📞 in an emergency 🆘🚨, I suggest the 5G connection 📱🗼📶🔌support 112 Suomi 📱 application.",5,01-07-2019,2.0.19433,-1
415,50fa8b14-2834-450d-852f-854c045f7e60,Googlen käyttäjä, Damn bad. Didn't work in real situation.,5,30-06-2019,1.2.9,-1
416,db8739b6-91f5-49d8-8744-3d7c0b55b7a9,Googlen käyttäjä,"became really slow to open in an urgent case, bad wait for the start screen for 5-10 seconds...",1,29-06-2019,2.0.19433,-1
417,e201eae5-b41d-49e1-9bc5-e0c2eb1eeebf,Googlen käyttäjä,these services are always needed,3,27-06-2019,2.0.19433,0
418,62de867e-cda7-42eb-a3ec-f9052cb68f7d,Googlen käyttäjä,"good and functional! 👌🏼 the only problem is that six hours after the call, it still says ""the application uses location in the background"" at the top and this doesn't go away even if the device is restarted. I'm starting to wear a tinfoil hat. 😶 Fobat follows my movements!! 😅 edit. The 24-hour visible tracking is now on. I'm almost starting to regret that I called the junkie for help.",5,27-06-2019,2.0.19433,1
419,f2cf6098-8f1f-46e5-b212-b9c70b81a325,Googlen käyttäjä,05-May,2,24-06-2019,2.0.19433,0
420,aeb67ef7-5747-4db6-911d-5dae4efd17df,Googlen käyttäjä,good,5,20-06-2019,2.0.19433,1
421,8f01bfe6-8b0e-4d60-aab0-b6b469262885,Googlen käyttäjä,"Really good, even though I haven't had to call, there is still a good app here, for example crisis phone, etc.",5,15-06-2019,2.0.19433,1
422,3f517682-0ab9-4ffc-b600-0590347affa8,Googlen käyttäjä,"experience is, the arrival of help at the scene of an accident is fast, when the exact location of the accident is known with the help of the app.",5,15-06-2019,2.0.19433,-1
423,8ac5326c-89d0-4824-a199-ffda37d9972a,Googlen käyttäjä, Want all possible permissions,5,15-06-2019,2.0.19433,1
424,a7d564e5-9e27-40f2-b0cd-92e7f19e0f80,Googlen käyttäjä,Good,1,13-06-2019,1.2.9,1
425,8e5241d4-8d58-404d-9799-d80dbabccfe6,Googlen käyttäjä,Nice app,5,13-06-2019,2.0.19433,1
426,47406f7e-27a4-48a7-8232-55f7d6213caf,Googlen käyttäjä,No experience yet,5,10-06-2019,2.0.19433,-1
427,392f5fe8-e45a-4c8f-a9e4-c5b10dcf7a5d,Googlen käyttäjä,ok.good😅,5,07-06-2019,2.0.19433,1
428,9bd9c56c-2f07-4d43-8456-da60405789fb,Googlen käyttäjä,handy,4,06-06-2019,2.0.19433,0
429,b83f8ce4-2b8b-43be-854a-b21b0dc195a7,Googlen käyttäjä,good,4,05-06-2019,2.0.19433,1
430,d99d25a2-d093-417d-9ecb-15d76d120aea,Googlen käyttäjä,Good and necessary apps,5,02-06-2019,2.0.19433,1
431,9845336e-f45d-404c-a124-026f291eb912,Googlen käyttäjä,Good,4,01-06-2019,1.2.9,1
432,4243f6ad-5892-4880-99dd-f2826f55750c,Googlen käyttäjä,Still don't know if this is available and from where!,5,31-05-2019,2.0.19433,0
433,ce80694b-ca8f-4431-9633-aae1d304d6cb,Googlen käyttäjä,I have installed this on all mobile devices I manage.,1,31-05-2019,2.0.19433,0
434,323247a7-7ac0-46b4-836b-12c6fe8c5e4e,Googlen käyttäjä,really good ,5,28-05-2019,2.0.19433,1
435,be937e60-ae6d-49b0-8d9e-837c0495507b,Googlen käyttäjä,Hell,5,28-05-2019,1.2.9,-1
436,665f47ec-5437-41b7-a29e-c123223a3d12,Googlen käyttäjä,"After the emergency call, the location was on all the time.",1,23-05-2019,2.0.19433,-1
437,ea04ab14-586a-44d5-8d6e-bafc1a1ddf75,Googlen käyttäjä,"The keys came to the right place, but in the emergency center it says an unknown place.",1,22-05-2019,2.0.19433,-1
438,ce61882e-2c17-4242-b976-8c0b15dc255e,Googlen käyttäjä,"Definitely a good application in an emergency, but started the call with the key lock on and no longer agreed to end the call.",5,19-05-2019,2.0.19433,-1
439,ee5f2620-33c1-41a7-93c1-115831a1a84a,Googlen käyttäjä,excellent,2,17-05-2019,1.1.145,1
440,7c865866-2680-4623-8719-dd963ab4b716,Googlen käyttäjä,Good,5,08-05-2019,2.0.19433,1
441,2e07424a-8e43-41ba-9875-df2f468626be,Googlen käyttäjä,good,5,04-05-2019,1.2.9,1
442,b074790a-9819-4a09-a771-3da0e242de7b,Googlen käyttäjä,"Right to remove SD card content? Why? And a few other access rights are a bit surprising... It takes quite a lot of space and after reading other reviews, it won't be installed.",5,26-04-2019,2.0.19433,1
443,60f1d2cb-a890-442e-90b3-4f409a629948,Googlen käyttäjä,important,1,19-04-2019,1.2.9,1
444,b998af4a-bc33-40f2-b2ad-51659b323ba0,Googlen käyttäjä,"The latest update is the wrong size, it downloads 10.81MB and expects to get 10.29MB, so it won't install either even if I clear the caches and start the phone ",5,14-04-2019,2.0.19433,-1
445,9b534a33-dc6c-4e22-bb7d-e032d017888a,Googlen käyttäjä,hji,1,12-04-2019,1.2.9,0
446,0edf30ff-aef0-41ff-88bf-b1b1f6560b0d,Googlen käyttäjä,"this works, please use it.",4,10-04-2019,1.2.9,1
447,4de7e712-319e-4008-9580-ea27935dd49b,Googlen käyttäjä,Really good,5,06-04-2019,1.2.9,1
448,c121f5c8-8080-4dc0-a96d-58f19e48ee7c,Googlen käyttäjä,"I called the ambulance to my mother at 17:15. The man who answered asked a lot and confirmed the address. Now I called again at 9:17 p.m., because I can't hear or see the launch. First a man answered, hung up very quickly and confirmed the address. After that transferred the call elsewhere. The woman answered and finally made the lance come. My previous call cannot be found in the system, as if I hadn't called the cage. It makes me wonder where the first call went.. Based on the questions, there was no reason to doubt that help would come",5,06-04-2019,2.0.19433,-1
449,f6431ab7-6a64-4e47-b308-132a7dff9bee,Googlen käyttäjä,safe life,2,05-04-2019,2.0.19433,1
450,c7c44283-598b-435a-86b0-f6c25d2e3f0e,Googlen käyttäjä,convenient,5,02-04-2019,2.0.19433,0
451,438dcdc1-98e6-4b03-a7ee-9a237a37f020,Googlen käyttäjä,"the location feature of the application is misused all the time, why is the phone located by the application even though the application is not used?",5,01-04-2019,2.0.19433,0
452,36fab5dc-1a17-4049-8b17-2dfd2a36ff44,Googlen käyttäjä,"I tried to call an ambulance for my child, and this application called when I pressed the round 112 button to my school friend from years ago in the middle of the night and it took a long time to get out of the application. In addition, the application asks for a phone number when downloading and sometimes otherwise. Why on earth? In an emergency, it's hard to remember anything and that kind of pointless typing wastes time and can prevent, for example, a child from calling with an app that doesn't even know the phone number. I would expect a change to this.",1,28-03-2019,1.2.9,1
453,ea5841a4-2d19-4824-ac29-da982176991a,Googlen käyttäjä,Important application,2,27-03-2019,2.0.19433,1
454,34de337e-58b5-44c5-b1a6-0b550a161c06,Googlen käyttäjä,"I couldn't find an application in a real emergency, but Android now transmits the coordinates to the cage. They didn't ask much about the location, of course I gave the address. However, when calling the emergency number for the first time, the phone must be given permission to transmit location information. I used the application later to call the road user's line and the result was terrible battery consumption, now that the application wants to locate all the time. So in summary, in the Android world, a somewhat pointless application that consumes the beginning.",5,26-03-2019,2.0.19433,-1
455,aaa2d6bd-f1e3-4ce4-aec0-83f9a1caaf65,Googlen käyttäjä,new version won't install,2,24-03-2019,1.2.9,0
456,be548354-b86f-400d-9715-f5a9603fc113,Googlen käyttäjä,I haven't used it yet...,2,16-03-2019,1.2.9,0
457,4df95700-32b0-43a2-912c-28f5357538a3,Googlen käyttäjä,Crap,4,13-03-2019,2.0.19433,-1
458,cbf9d027-6855-4300-a757-44f3869cec48,Googlen käyttäjä,"Clear user interface. In an emergency, it certainly makes contacting the emergency center easier and faster. But there should already be some instructions on Google Play. The program does not call the emergency center directly when you open it. And on the first startup, you have to tap your own phone number. At least this would be good to say. In an emergency, remembering your own number just takes a lot of time.",1,13-03-2019,2.0.19433,1
459,5050a470-6d03-44eb-ba00-5a2758d361af,Googlen käyttäjä,important,3,10-03-2019,2.0.19433,1
460,74879e7b-465c-454b-b2f4-3da52ee48fde,Googlen käyttäjä,"Not quite five stars, today there was a deficiency in the app here in Kouvola. The official notification of the rescue exercise could have come as a notification on the phone screen or in the bars, now it was only read inside the application. This way you won't necessarily notice the situation.",5,07-03-2019,2.0.19433,1
461,4c52961d-fc22-4d49-8667-543c90264d5c,Googlen käyttäjä,"Why does the application require rights, e.g. to browser history?",4,06-03-2019,2.0.19433,0
462,4e2c85e6-1c03-46c6-a166-0eb805e71fac,Googlen käyttäjä,Ok,1,27-02-2019,2.0.19433,1
463,f824d3d9-94e8-44ce-bf64-84e22c41464e,Googlen käyttäjä,everyone should have it,5,25-02-2019,1.2.9,0
464,e77cb985-0ac0-4489-a406-e2b39d343f7a,Googlen käyttäjä,can't update.nokia 5.android 9.,5,25-02-2019,2.0.19433,0
465,ba702403-8e88-487e-abb8-8018f6d306ce,Googlen käyttäjä,good,1,21-02-2019,1.2.9,1
466,0d92a56b-ee5d-4c90-9c83-bee7747a5b66,Googlen käyttäjä,"This works, it's also been tried in Lapland",5,18-02-2019,2.0.19433,0
467,f72b6aa1-0feb-4e3f-8c88-e7d8bbd8d277,Googlen käyttäjä,"For the elderly, an icon was put in the application on the phone's home screen and their own phone number was already set. This update then removed both. Now, in an emergency, they should look for the app in the phone's menu and enter their own phone number. It doesn't work.",5,15-02-2019,2.0.19433,-1
468,bc5981c9-3c7f-4a3f-bc69-092cec7428f8,Googlen käyttäjä,doesn't update.,2,15-02-2019,1.2.9,0
469,4c8ec8a1-238e-4564-a209-220319152401,Googlen käyttäjä,doesn't work android 9. nokia 5,2,14-02-2019,1.2.9,0
470,9375f2e4-820a-46d6-b402-cefbfbec8dc8,Googlen käyttäjä,decent program,1,13-02-2019,1.2.9,0
471,d3e57ccc-be49-41a1-8778-d736d83c1c37,Googlen käyttäjä,good,5,11-02-2019,2.0.19433,1
472,be5eb2aa-32f9-4d44-8cbf-9749929992b6,Googlen käyttäjä,the latest version doesn't install anymore even if I'm lazy,4,10-02-2019,2.0.19433,-1
473,d20fc61e-81fb-4eb0-8a3e-ac9c7f292c04,Googlen käyttäjä,good application I recommend to everyone who has a smart phone,1,10-02-2019,2.0.19433,1
474,9831a6f1-f7df-4ee3-b9b1-e65111e4df42,Googlen käyttäjä,"Doesn't start downloading! Bad, don't download!",5,09-02-2019,2.0.19433,1
475,b40d0808-1afb-494f-89ed-2a996484a377,Googlen käyttäjä,Really important,1,04-02-2019,2.0.19433,1
476,a6e9e2b7-1e2f-476a-8a4c-178c1f31070d,Googlen käyttäjä,Help to find the exact destination,5,03-02-2019,2.0.19433,1
477,e08701a5-8774-435c-9e38-2ce9e2481405,Googlen käyttäjä,"I haven't needed to use it, but the principle is really worth it",5,02-02-2019,2.0.19433,1
478,983f8083-8eeb-4dd1-974c-1b8cd70df380,Googlen käyttäjä,I haven't tried it yet,5,31-01-2019,2.0.19433,0
479,fcebba5b-a502-4274-90c3-924ba43dae08,Googlen käyttäjä,"The update won't install, Nokia 3.1",4,31-01-2019,2.0.19433,0
480,ee70eda0-d84a-48a0-b31c-0bb6d2789d07,Googlen käyttäjä,The download doesn't work.,2,31-01-2019,1.2.9,0
481,fa4d40d4-b461-4d81-9350-02794dd1036a,Googlen käyttäjä,"Now it started to delete. Why does the app want the right to read browsing history and bookmarks. How is it related to calling 112. Previously, it has been granted rights to images and files. They also feel like features more suitable for espionage purposes, not for asking for help.",1,31-01-2019,1.2.9,1
482,fb7cff3f-98ff-465e-a45d-e529681b390a,Googlen käyttäjä,Necessary. Works well. Should be standard on all phones.,1,31-01-2019,1.2.9,1
483,c9f624a7-65c0-4553-a297-7da5e0e6767d,Googlen käyttäjä,"Awesome app. Simple and easy to use, as long as positioning (gps) is turned on in the phone settings. However, it does not consume power continuously, unless there are applications that need positioning on 24/7.",5,30-01-2019,2.0.19433,1
484,592c4777-cdb3-412f-bd19-7a8868be4df7,Googlen käyttäjä,I was in a deer crash and the helper used this software to call me for help and the lance was in the right place in minutes. Tested to work!,4,12-01-2019,1.2.9,1
485,366a741d-2c7e-4a8a-b9ad-0240a344e8a0,Googlen käyttäjä,05-May,5,06-01-2019,1.2.9,0
486,97db7a2f-deaf-4dd3-b354-79420c7cd000,Googlen käyttäjä,A practical app should be downloaded in emergencies!,5,05-01-2019,1.2.9,0
487,37830247-837d-45aa-9ebf-6746e1b37a0c,Googlen käyttäjä,"Very good to find the location, if only you could select ""location allowed while the application is open"" in the settings (e.g. snapchat has this). In an emergency, there would be no need to separately activate the location and wait.",5,01-01-2019,1.2.9,-1
488,12b39b9d-22ad-4785-8412-4d0da5a65e1b,Googlen käyttäjä,oooooooo ppåoooo,4,30-12-2018,1.2.9,0
489,4ff7c02a-70a7-4125-9b8e-eb344eeecece,Googlen käyttäjä,best,4,28-12-2018,1.2.9,1
490,66f9794f-9c54-43cd-b773-52415c52e938,Googlen käyttäjä,Is it really the case that this program can't turn on the GPS itself? So it has to be there all the time eating up the battery?,5,26-12-2018,1.2.9,0
491,5aa898c7-9213-43af-aa51-5e60ee10dca8,Googlen käyttäjä,Easy app for emergencies,1,25-12-2018,1.2.9,1
492,04cb219c-335e-4af8-b4c0-8c96a3111bcd,Googlen käyttäjä,"I once called the police and I didn't know the exact address, so the person on duty told me to go to the nearest address sign even though the junk should be located",5,24-12-2018,1.2.9,0
493,56160360-1285-4967-b161-a72a19c6ca74,Googlen käyttäjä,really important app😊😘,2,21-12-2018,1.2.9,1
494,e53e00cd-fbd7-445c-b029-f545c3f5fc13,Googlen käyttäjä,Even the old man dares to walk 🙂,5,19-12-2018,1.2.9,1
495,39294d58-ab11-4f10-8ad6-16243d532ebc,Googlen käyttäjä,It's true good because that's how they know the address,5,13-12-2018,1.2.9,1
496,c603903e-4225-4036-8871-71c11a67a09b,Googlen käyttäjä,Very convenient,3,05-12-2018,1.2.9,0
497,049a7975-3e0e-4d34-944e-98779d80b22e,Googlen käyttäjä,Safe,5,25-11-2018,1.2.9,1
498,167c3e1a-bf6b-41cf-bf59-144f8bb5c4b7,Googlen käyttäjä,Awesome this app can save your life or another person's life,5,23-11-2018,1.1.206,1
499,ce18f829-1c93-44ce-b005-ef44b8ba4ab8,Googlen käyttäjä,Good,5,22-11-2018,1.2.9,1
500,ae26bc3d-55dd-4630-add1-7bff6746afd4,Googlen käyttäjä,Awesome,5,21-11-2018,1.2.9,1
501,95fc9682-d529-4ed1-bc31-551f6b699506,Googlen käyttäjä,You can download it,5,16-11-2018,1.2.9,0
502,f3404b91-ac51-4c08-a798-132d9dcb124f,Googlen käyttäjä,It's good if you don't know the address,5,09-11-2018,1.2.9,1
503,b5824d9a-3534-4aa3-a232-f6e6c1069b05,Googlen käyttäjä,Bad iha sad,5,31-10-2018,1.2.9,-1
504,3f30319d-cd28-4368-96e5-27025e3f6c4a,Googlen käyttäjä,Hasu shovellush 🦄,1,27-10-2018,1.2.9,0
505,2db5162e-4d8e-46a5-b969-0da53b9aaf7c,Googlen käyttäjä,"Otherwise ok app but the call is not saved in the phone's log, so you won't know afterwards when you called HäKe",5,21-10-2018,1.2.9,-1
506,5db9e6c5-7c64-4548-b70b-7ec50869d523,Googlen käyttäjä,How to play this game???? That was a joke. A practical application for emergency situations👍,3,17-10-2018,1.2.9,1
507,91715da6-646c-4b35-8af1-69b5fba027f6,Googlen käyttäjä,"Really good, but could the gps turn on automatically",1,16-10-2018,1.2.9,1
508,da2bd662-96d2-49d5-acae-1f9c78b9eda8,Googlen käyttäjä,Lovely,5,14-10-2018,1.2.9,1
509,cd066719-1b52-46f0-b335-86e27198056b,Googlen käyttäjä,Ok,4,28-09-2018,1.2.9,1
510,03798b94-0366-425f-be4b-e67f04569b15,Googlen käyttäjä,Saved my life once:3,3,28-09-2018,1.2.9,1
511,6af7baad-eb02-4097-b6be-ae1ada132282,Googlen käyttäjä,Good,5,21-09-2018,1.2.9,1
512,7a387169-6f00-4b2c-ac01-535656e7109a,Googlen käyttäjä,"I have used it several times, the app works well. I can't say the same about the police, they're not even nearby.",5,17-09-2018,1.2.9,1
513,e7868e9c-8304-47e2-8eed-42f65a691188,Googlen käyttäjä,Nice,5,17-09-2018,1.2.9,1
514,deb383be-4411-46e4-aad4-5fccf08ca362,Googlen käyttäjä,"Good program, fortunately, I haven't had to use it, but it would be nice if in situations where you can't speak, the voice of the Morse program could be heard during the call. That is, when you call, from the same phone you send a message using the Morsetus program and let it be heard",5,13-09-2018,1.2.9,1
515,69ee6ab0-2ef8-439b-89cf-c9c863f2ec03,Googlen käyttäjä,"Keskeneräinen raakile. Apparently tested with a very small device sample. The transmission of location information to the emergency center works a little, depending on the fixi time of the gps and the speed of establishing a data connection. The application also does not know how to switch from a wlan network to mobile data, but a wlan without an internet connection blocks the transmission of location data.",5,08-09-2018,1.2.9,-1
516,3fbeb2e9-3b0c-43d8-87fe-c6a847e5c687,Googlen käyttäjä,Good,2,29-08-2018,1.2.9,1
517,a9d459c8-e2f3-43cb-9600-593efbc1b345,Googlen käyttäjä,Forced to download,5,23-08-2018,1.2.9,-1
518,d9a5f6f9-0bba-4e3b-8cda-17779ee43798,Googlen käyttäjä,"I downloaded it when I saw a man lying in a ditch while I was walking. I thought that the
should have called, but luckily I tried to wake up the man first and he did
just sleeping in a ditch. I was scared",1,22-08-2018,1.2.9,-1
519,5b228d19-4c2b-456c-b369-cbe1472c1a18,Googlen käyttäjä,Great invention,5,20-08-2018,1.2.9,1
520,f48f7e36-83ed-4452-b366-2d38460c76f3,Googlen käyttäjä,It's ok,5,18-08-2018,1.2.9,1
521,1dc7d0e3-64c9-4ae0-b7b1-6df7f7f90265,Googlen käyttäjä,Yeah,3,16-08-2018,1.2.9,1
522,2b325861-c0f7-4851-82ee-69897520ee3e,Googlen käyttäjä,what the hell,4,13-08-2018,1.1.145,-1
523,ed93debb-493b-4059-9b61-6b8d3d60724b,Googlen käyttäjä,It's just amazingly good,1,13-08-2018,1.2.9,1
524,eb907ef1-cadf-40be-a8bd-fa22f41cfe3d,Googlen käyttäjä,Great stuff,5,12-08-2018,1.2.9,1
525,0de5b6c6-b3a7-450a-bea6-8e138992c5d4,Googlen käyttäjä,"If it ever happens that you need to call the emergency number, and there is no
I'm sure that wherever you are, this will make it easier for e.g. the police
a lot of work, and lives may also be saved, if only
the police will get there in time.",5,08-08-2018,1.2.9,0
526,5fe253d1-28e6-4fec-95c9-ade3fa5865a3,Googlen käyttäjä,"It's pointless, everyone knows how to call 112",5,04-08-2018,1.2.9,0
527,d4d7aae6-c3a3-4f2f-a105-db6dbec14acf,Googlen käyttäjä,Iha jeez,1,30-07-2018,1.2.9,0
528,81feccd6-d0d3-4d8a-a967-57c59d257bea,Googlen käyttäjä,Practical,5,26-07-2018,1.2.9,0
529,e3963199-fbeb-4e95-8d81-da9b75a3a977,Googlen käyttäjä,Have a good time. You can call if you're bored and they always answer right away.,5,22-07-2018,1.2.9,1
530,5f94bd4f-5b14-4a5e-909d-c2a799184d22,Googlen käyttäjä,"Can't find location. You have to turn the gps off and back when the app
is running and then the positioning accuracy is 333km, the phone is Oneplus 2",5,22-07-2018,1.2.9,0
531,4e30a116-5210-4f46-817b-b668d189aa85,Googlen käyttäjä,Useful e.g. in accident situations,1,22-07-2018,1.2.9,-1
532,ba9b588e-1a92-4d5d-89cb-8e65b3bfae3c,Googlen käyttäjä,Accurate positioning.,4,19-07-2018,1.2.9,0
533,499090b7-6275-4823-8ce4-9e29602f0d8e,Googlen käyttäjä,Does what it promises and works flawlessly.,5,19-07-2018,1.2.9,1
534,2a7f3eef-fafe-41bc-802b-3edd141ef550,Googlen käyttäjä,Really convenient,5,05-07-2018,1.2.9,0
535,25382688-c428-4430-9d21-27414dba0ad1,Googlen käyttäjä,Increased sense of security,5,04-07-2018,1.2.9,1
536,f05ef41d-f2cc-47c2-bf58-02e2808e4d22,Googlen käyttäjä,"Would it be great if you could make it so that the gps turns on automatically when
the application opens and that the application can be started from the lock screen. And
dear people, the emergency center needs a phone number, e.g. if you call
prank call to the emergency center+really useful if, for example, you are
camping and the campfire starts a forest fire so the fire trucks know where it is
forest fire is.",5,01-07-2018,1.2.9,-1
537,dc616b13-9fe9-43f9-86a0-e95cbe01f2fc,Googlen käyttäjä,Good safe app,5,30-06-2018,1.2.9,1
