User Name,Review,Rating,Date of Review,Review Id,reviewCreatedVersion
Lasse Reinikainen,i killed my dog ​​änd i tindint ket eny help.,1,20-07-2022,3d1d2baa-970f-43eb-9101-065edb7138aa,4.3.3
Nuolipyssy klipit,"I opened the app to see how it works. There is no question that he would have let an emergency call be made. First, ten regulations had to be decided. You can't be that stupid! A person in an emergency does not want to decide on a hundred settings, but to get help. You should IMMEDIATELY do something about it!",1,21-05-2022,7d3e4bad-4bf3-4bf5-abd0-c09e219fcc90,2.0.19433
Antti Kukkonen,"rn-push-notification-channel notifications (3 pcs), as well as TSLocationManager notification in the settings. It's hard to say what they are, but at least there are traffic announcements, even if ""Traffic Announcements"" is turned off.",1,18-04-2022,d1676e18-00a3-4934-b4d4-82128b954253,4.3.3
vesa,"I don't know if the official alerts work when I don't get any kind of regular test announcements from the app. This doesn't include the common siren alarms and I don't listen to the radio all the time. For example, in a nuclear accident, iodine tablets must be taken in a timely manner according to official instructions. I don't know if this will work if needed? This appears to be the only channel for giving feedback. I hope it reaches the developers.",3,22-03-2022,d73dac0a-d818-4ec6-ab16-b96732bb9fd5,4.3.3
John Collin,"Verkligen jättebra man har sin position genast, bara man har kontakt med gps eller telefon master-och ström i batterye :)))",1,16-03-2022,1eb79e77-2076-4c24-9846-37c90440ae54,4.3.3
Mats Ångerman,"Rescue agencies recommend and the cage recommends. There has been no need to call. Many thousands of calls have been made through this (others have called according to statistics) and 500,000 downloads save lives, I recommend it :-)",4,21-02-2022,dd1aafc3-bdd4-47a0-aba7-01dd669d075d,4.3.3
Jimi Korkala,You can't remove the loud alarm tone in the settings. Just a notification would be enough.,5,11-02-2022,1da09446-e203-415d-8998-7cb40b87ff79,4.2.21
Anton Temba,Totally pointless,1,01-11-2021,35f2ee1d-4504-4db3-9580-190013883556,4.2.21
RM_ HTMLKoodaaja,"Interface is translated, but Notifications are Finnish-only and not copy/pasteable for translate. Essentially useless if there is a real emergency",1,31-10-2021,7f271329-6717-4639-ae59-0b1e091a1eef,4.2.21
Aubrey Bailey,"Useful app, but please help me, what kind of jargon are those announcements. Please note that it was done with a machine. Accident sites/road works are announced for 100 km of road sections and some intersections, texts in the style of ""...heading from the direction of Jyväskylä..."" etc.",2,24-10-2021,d5977332-6509-4ee7-be13-5d2c93b7f329,4.2.21
Patrik Forsman,"Asks for a phone number right at the beginning. When you go to the settings, the non-working software has already removed it. Should this be trusted? GPS accuracy of 150m is also completely useless.",4,29-09-2021,4adab31c-933c-4475-bcb7-d863f49ca8e9,4.2.21
J N,"Traffic announcements are always double these days, why is this? I had to turn it off because of this.",1,05-09-2021,830099e8-ad93-4333-9b26-e6be59c7124e,4.2.21
Antti Kinnunen,"Other than that, a great app, but when I turned on the traffic information push messages, they come twice every time.",4,06-07-2021,d3ec0dc4-c1f5-4291-b43c-6f8ea0e2e9ad,4.2.17
Kimmo Puranen,"Too much spam, messages shouldn't be sent about any bullshit that happens every other day, and why are the messages in Finnish when the application is set to English?",3,23-06-2021,b929e758-75ac-492e-a54c-9b410ad48fee,4.2.17
Dolby,Disturbing. Every other day there are notifications about technical problems related to the operation of the emergency center,1,11-02-2021,a8e55c1f-4a3c-434b-a4e8-ee248a52f842,4.0.3
Tuomas Ahola,I guess the app works but they keep spamming Notifications in Finnish no matter what language is selected so they can shove it up their tailpipes,2,11-02-2021,a32a2b96-737f-4916-a74a-13c90a5df1ec,4.0.3
Marcus Soininen,There are a little too many forced head-splitting beeps at random times from some emergency text in different connections. A rather marginal problem probably wakes up users throughout Finland in the middle of the night and so on. Come up with a better way to inform that user group. I removed the whole app because this just goes on and on.,1,08-02-2021,6b34d08a-68e4-46ac-b48e-cd64fabb0ba4,4.0.3
Emilia N.,Useful,1,08-02-2021,c069e0a0-edab-4ee4-befe-795f0480173b,4.0.3
Markus tolkki,"It is difficult to rate an app, that hopefully, you never need to use, but the design, layout and information seems very good, as do the comments from other users , so because of what it is, and what it does, it really needs to be given a 5 star rating.",5,02-01-2021,2fe56852-f483-4eb6-ae68-dbed25ce1f62,4.0.3
Colin B,"Have never needed the App, which is a good thing. Just received an alert. Couldn't copy the text to translation app. Hopefully it will be possible to copy the text of alerts.",5,07-11-2020,6f176114-d514-4ebb-a295-16cc3e9d8e44,4.0.3
Z. Liu,"Nowadays! Especially positioning is important, but also receiving danger notifications directly to your hand/phone.",2,07-10-2020,69a648ee-b39d-4db9-9b7c-038da82dae6f,4.0.3
Tttt Kkkk,"Management of notifications is missing. Disturbances in the mobile phone network do not really interest me at three in the morning, at least not so much that I would like audible notifications.",5,02-10-2020,8273e27f-548d-4cc0-aaa6-fb0a38a71f47,4.0.3
Juho Heikkilä,Amateur hour. Like some student's practice work.,2,21-09-2020,a3955f18-5bba-49f0-9d0d-6f9147167550,4.0.3
Niklas L,Luckily it's not used 😅,1,01-09-2020,b64dbfac-7564-4a0a-8021-71a847ad26b6,2.0.19433
UncleFankes,Great update. Find information much better,5,31-05-2020,f48f7a9d-b32d-47a2-843e-18b093007c1a,4.0.3
Kristian,Usefull,5,31-05-2020,516429ad-d4b9-4bb7-a3cb-a981be459238,4.0.3
A Google user,Very useful app. Shows automatically your location to emergency room. It has many other emergency numbers too. Authorities are able to send you public notifications.,5,27-04-2020,548fe798-a9c8-41f4-a65d-caa31611c096,3.1.0
A Google user,"The phone reported that the application was searching for my location in the background. When I downloaded the application, I got a picture that the location would only be used in connection with an emergency call.",5,01-04-2020,001a11ff-378f-4236-b52e-205b35e50a53,2.0.0
A Google user,"It's great that the text of the notification is not fully visible and the dropdown symbol is missing, which would have seen the entire text that was tried to be sent in the tests. Many apps can do that nowadays. Back to learning how to code for androids.",1,22-02-2020,e5ab655e-2867-428e-b741-124b182e0d88,2.0.0
A Google user,"The program would possibly be good in an emergency situation, for example when hiking to some rock with a broken leg. Unfortunately, the location of the phone would have to be constantly turned on in order to get the full benefit of the program, and even if you don't have to, the program will constantly show this kind of notification WHICH CANNOT BE HIDED. Because of that annoying notification, I'm deleting the 112 app.",3,11-02-2020,2122120f-5a46-446f-b1dd-5059e014edbd,2.0.0
A Google user,"More accurate positioning improves getting help, please download it!",3,19-01-2020,1cb5c8fc-7cfc-48a3-abac-285beb203a6e,2.0.0
A Google user,"GPS is on all the time and consumes the battery, closing the app doesn't help. You could send more information than just the location.",5,03-01-2020,9135b3e5-051c-4f06-bca6-4b3571be2139,2.0.0
A Google user,There was no notification or sound signal from the emergency bulletin.,2,21-12-2019,aecdbe57-76c9-42e3-8207-e281e942e932,2.0.0
A Google user,"It's actually a pretty bad mess, you can't enter any information about yourself that could be useful to the emergency center, for example allergies, close relatives, home address or a short description of your health if there's something special. If I have a seizure, I might not be able to speak or act so that I could give any advice. Which schoolboy made this binding too, we hope we never have to use it.",3,22-11-2019,71c47c0a-fa30-4821-a5f0-7ce1adf23896,2.0.19433
A Google user,"The application is easy and very practical. I personally had an application on my cell phone in case of emergency, but in shock I couldn't open it, so I called the emergency number as usual. However, I noticed how difficult it was in shock to advise a location that I wasn't even completely sure of, so using an app instead of a normal call would certainly have been a better solution. Hopefully there will be no need to call the emergency number in the future, but at least now I know that the app will relieve the shock of an emergency.",1,23-09-2019,87da710c-ee78-4f04-87a6-07a257465d8d,2.0.19433
A Google user,"Has some additional features, such as Hotline for Missing Children, confidential Child and Youth Phone and few others. Also you can check if in your area some public danger announcement was made. Did not see it in practice, just assume most of the features there are useful.",4,21-08-2019,252394be-15c1-4056-b6fb-4f506fbf7b23,2.0.19433
A Google user,"If it is true that you can only use the application if you have given it your phone number in advance, it is criminally bad. Most of the users don't know it and in an emergency you may not be able to write that number, especially if you have to use someone else's phone to make an alarm.",5,03-07-2019,3d2505b4-a98d-49ba-a71d-72cf5083f4f4,2.0.19433
A Google user,The appearance of the program seems clear to use. Neither of the links on the About tab work. The user is therefore not able to read the terms of use or the privacy statement.,1,01-07-2019,f1e00133-2a27-4ae8-86ef-6476a2f1dd72,2.0.19433
A Google user,"The program only gives the location, which is what phones do today anyway. Does not ask for name, age, address, allergies, medication, blood type, illnesses, social security number, next of kin, relative's phone number. When there is no police in Naantali at all, it makes me wonder what joy there is in this. Everything that matters is missing from this program.",3,21-06-2019,62fd0743-ca98-443d-9599-0e4dbe4dbcde,2.0.19433
A Google user,worked really well. Got help 5 min from making the call. Was in the park without accurate address,1,07-05-2019,453a8b4f-b341-47ec-ad54-6d5930573836,2.0.19433
A Google user,it is good beginning,5,20-04-2019,463b9fa7-c411-4684-8501-8377174e7fdb,2.0.19433
A Google user,"The program doesn't have a lot of text, so it shouldn't be too difficult to find compound word errors. ""Help emergency and..""=> ""Help emergency and..."". With the new 31.01.2019 update came many more requirements for rights, such as allowing startup when the phone is unlocked. I don't accept this, because it eats up the battery when the program is running in the background. It's a pity that I have to remove this app. I hope no one comes across someone who needs help and dies because of this!",2,30-03-2019,71cb2899-2866-4c5b-a9e6-aab79deae5a6,2.0.19433
A Google user,good,1,16-03-2019,bbe4cded-fc18-44d8-8572-91dd98b0e465,2.0.19433
A Google user,"The application should have the option to manually specify the locality, for example to receive regional danger messages. Now that only works if the gps is on 24/7!",5,27-02-2019,7f7253f9-82ef-4c50-9783-15285c29a5ec,2.0.19433
A Google user,It's not really helpful in an emergency when it always asks for a phone number. Apparently a bug. Seems to be the normal level for public IT projects. How is it possible that it has not been revealed in the tests before the release?,3,11-02-2019,104ad205-3c63-409c-8ade-ee2aad56e747,2.0.19433
A Google user,This app is not necessary anymore... All android phones send the coordinates to the emergency center instantly when you call.,5,01-02-2019,72a00853-2921-4e46-9f6b-7fd740b47f26,1.2.9
A Google user,Easy to use. Hope ill never have to tho,2,31-01-2019,ccf418aa-553b-46f2-ae5a-f18b5fd46349,1.1.145
A Google user,Did not call 112 Papa died for nothing,4,30-01-2019,15679991-4e6b-4f3a-be2a-ac9949c81886,2.0.19433
A Google user,I've used this 2-3 times and Every time they ask me to describe my location. Doesn't seem to work for whatever reason.,5,12-12-2018,473dc5ae-7d94-4a15-b704-504ab6b111c6,1.1.145
A Google user,"A working application, but you can't say much about the functionality because
fortunately, there has not been a need for this yet. The appearance could be a little
more modern, currently it looks like it was made in the 90s.",2,09-09-2018,91378440-9b7a-49e4-a09b-0164b24f4791,1.2.9
A Google user,"Swedish translations are awesome! ""Konfidientiell stöt för barn och
ungar"" -> Konfidentiellt stöd för barn och unga. (Ungar means
""for the puppies"") ""Hjälp till dem som utilizatiar aubliknik service"" -> Hjälp till
dem som use public service (utnyttja = take advantage of,
(use)",3,04-08-2018,877c8aba-ff14-4760-82c0-a9a0ef87e275,1.2.9
A Google user,Forgets your phone number on device reboot and asks for it when you launch the app. This is irresponsible and will cause someone to not get help in time. It is borderline criminal to have this app available. Why does it even need your number? Fix it or remove it.,3,28-05-2018,4c7428ed-5967-4b63-8b99-6fe66b27ed93,1.2.9
A Google user,"It should have the ability to upload or share pictures and videos of incidents and anonymously. just spotted a drunk driver who smoked a cigarette while filling gas. nowhere to upload. and i don't want to give my info, just offer a tip about a hazard. and gps on automatically.",1,02-03-2018,e0c09170-98ce-405d-97eb-ba3d72c00779,1.2.6
A Google user,Wonder what happens with dual-SIM as the app asks for just one phone number.,3,18-02-2018,f389b847-aed0-4f7d-a460-64ff1bb53973,1.2.6
A Google user,This is a good app to have just in case,4,04-02-2018,b908680c-37c4-4c48-8810-8c6b5d421274,1.2.6
A Google user,Everyone should install this for their own safety if emergency happens,5,29-12-2017,f1a2a2c6-6ce6-404f-b907-19d9851fd44a,1.1.205
A Google user,Just to be sure and to make it easier in times of need.,5,28-12-2017,162659b0-5aac-4837-ba3d-5006e8f2ff2d,1.1.205
A Google user,There should also be a small map so the caller could check that the location is shown correctly,5,05-12-2017,1cd42195-e1b2-4c2f-b1bd-c8a48d5294a3,1.1.205
A Google user,"I did not manage to download the application to the Samsung Galaxy A3, or at least to find it and move its icon to the main screen. Digia's chat asked to turn to Samsung, and after a long conversation and experiment, Samsung's chat suggested to turn to Digita, and when I asked if Samsung is not ready to try the matter, taking into account the intended use of the application, with the exact same model phone in hand, Samsung's support person cut off the chat. A shared private house contract came to mind where an electrician, a plumber and a mason discuss the issue and responsibility between each other and the developer-end consumer is confused. If the chat support staff imagines that the old tenacious editor will leave it at that, then their guess was wrong :-). I think I'll love the program as long as I get to play it, but at the moment 1 star = ""I hated it"". This did not mean that the problem could be in some setting of my ""smartphone"", but I would have thought that the matter would have been solved by those support contacts.",3,20-09-2017,3bcda8cc-f6c0-484d-ab15-a9c27e91efb3,1.1.206
A Google user,"App would be 5 star app, if a calls wouldn't have any manual actions. Now the app just redirect call number phone app.",1,13-09-2017,3b57d4a1-03ae-4aa8-9175-1cc3a3697536,1.1.206
A Google user,"REMEMBER to use the app before an emergency, because the app asks for the phone number the first time you start it. It's bad to start typing in an emergency.",4,08-09-2017,fb22ff5a-5791-4233-9c6f-ed178ebf571c,1.1.206
A Google user,Just shuts down. Immediately.,5,31-08-2017,211eb5bc-ad3b-49ba-918e-f577f57f8164,1.1.204
A Google user,Crashes right after booting with 1+5,1,28-08-2017,00258d8d-fff6-4d8f-833a-b6eac4764928,1.1.145
A Google user,"Doesn't start at all with Oneplus 5 (128GB model). ""Enter your phone number to start using program"" flashes on the screen and the program skips.",1,20-08-2017,3ec75c93-1e30-4b50-bae2-85d2f82c749b,1.1.145
A Google user,OnePlus 5: crashes right away.,4,20-08-2017,770a73fb-126f-4e5f-9ab8-7ee07b2dc7fd,1.1.145
A Google user,"Crashes with OnePlus 5's standard Oxygen OS immediately when starting, works fine with custom roms.",3,16-08-2017,3e0a4405-1071-4327-b0ec-c707d741602b,1.1.145
A Google user,Doesn't work on OnePlus 5 handset.. .The program crashes on the screen asking to confirm the phone number.,1,16-08-2017,34afb0f7-616d-44d0-b916-b03b003fa747,1.1.145
A Google user,Crashes immediately upon opening. It should be fixed as soon as possible!,1,08-08-2017,366c7d94-b50b-42b8-a1fc-343bcdb29754,1.1.145
A Google user,Nowadays it crashes when starting the program.,1,05-08-2017,410af17d-0ac7-4484-895d-a79039a51709,1.1.145
A Google user,It would be good if you could + for intetnational users.... not everybody knows the Generic code for Finland for instance,1,05-08-2017,575376bf-aeba-4fa6-9233-c3c56567e42c,1.1.145
A Google user,Slow and clumsy to use.,4,16-07-2017,2766758e-cd36-44db-8afa-b22bd005753e,1.1.145
A Google user,Does not locate me on startup nor after waiting 5 mins. Settings are checked and should be working.,2,19-06-2017,ba0b4a83-c9fd-4ceb-a317-c4c59dbdc194,1.1.145
A Google user,Awesome and useful but gps and location accuracy doesn't work. Searching for location but doesn't find. Thanks,2,08-03-2017,51bc6c63-275c-44f5-b31b-0fe4208c2c23,1.1.145
A Google user,Good,4,20-01-2017,ec1e184f-5b58-41e6-948f-c7b4f24f5cdc,1.1.145
A Google user,"Wouldn't it be worthwhile to code it so that when you call, the GPS location is automatically turned on, if it isn't already? No one in a panic realizes what gps settings to adjust.",5,19-01-2017,d3aefe60-e4e2-48a4-a470-68a03614bb31,1.1.145
A Google user,Nice piece of sw. And the interface is good. The idea of ​​the interface is not to look fancy but to be visible and clear from a longer distance. Also the idea of ​​having a map in the background does not work. The map needs time to load. And in many situations the lines are too bad for downloading a map.,3,14-10-2016,f194fdfa-b206-4211-80b7-e222fdffe550,1.1.145
A Google user,Show a Google Map or OpenStreetMap on front screen on the lower part. Maybe you could toggle it with a touch with the GPS-coordinates.,5,17-04-2016,8d30161e-f4ce-4a57-9e7f-cf1e4f8dfc25,1.1.145
A Google user,Nice idea,3,29-02-2016,fc5790aa-5431-4734-a375-922698987c94,1.1.145
A Google user,Today I had to test the app in question and it found the accident scene really well.,5,13-02-2016,ca831755-4842-4e6c-9b49-15312b8db5c6,1.1.145
A Google user,"Good app, one improvement idea would be: add a feature where you can report an Über-taxi to the alarm center with the press of a button, if you happen to see one.",5,15-12-2015,e5e8529d-4e09-459a-bacf-9725e4f78d49,1.1.145
A Google user,It was tried in a real emergency and writing the phone number ruined the whole thing. It took a lot of time to explain the location to the emergency center. Not so.,5,14-08-2015,019064f1-dc6b-43aa-9a1f-d47a1c2af9d5,1.1.145
A Google user,Absolutely perfect app! Especially when these truck jobs often don't have anything to do with the exact location.,1,15-07-2015,1fd54845-11d6-40b6-bd5f-900443c1e067,1.1.145
A Google user,"Version 1.1 is already pretty good, and it's not terribly big anymore. Works at least on Samsung Galaxy Note 4, Android 5.01. In any case, the battery is consumed so much that one GPS does not affect the matter either. It would be nice if you could somehow test this on a test number, when you are not allowed to make test calls to the emergency center.",5,08-07-2015,fcd8b269-6f7d-46e4-925a-0cbd88d0094c,1.1.145
A Google user,"Do not dare to use this, so as not to accidentally call for nothing. The idea is otherwise good, but in case of an emergency, remember to look for this among other applications.",5,30-06-2015,f6078923-2312-4765-8993-a049640754f6,1.1.145
A Google user,"Did someone vomit on screen when doing the design? Would it hurt to *try* to learn a bit Android design before jumping into devving? This is an embarrassment to your brand, Digia.",3,28-06-2015,0084e885-4b2e-4c84-b507-ebee6ca5e2ac,1.0.119
A Google user,"Quite large software considering its functionality, 45 mt. No further, although the idea is good. Poor implementation.",1,26-06-2015,c92c67e3-e225-4316-b167-8182fc48f60d,1.0.119
A Google user,"""You are here"" is the most relevant information, well, points for that. However, the application should forcefully turn on the GPS antenna for a while, otherwise the truth is more like ""You are somewhere around here"". If this is not possible (wmd does know how to do this), then at least somewhere in the corner a prompt to turn on the antenna. The minus comes from being morbidly overweight and a translation error (Itä mukamas 'E' in Swedish).",2,23-06-2015,c9444480-c968-4840-951c-65f719f7d8bd,1.0.119
A Google user,"For some reason, the phone number is not saved in the application. Phone Sony Z1.",3,22-06-2015,d948e8fd-7388-4220-83ed-6e1ada1e5b28,1.0.119
A Google user,"A program which makes a call and displays a couple of phone numbers, the installed size is almost 43 MB. Otherwise, I can agree with the previous comments about the use of qt for this kind of software. And still cheating on quality control with phone number recording.",4,22-06-2015,c9755412-8fbb-4054-982f-34d6dbdc1b53,1.0.119
A Google user,Good. Hopefully no need for this though.,1,21-06-2015,734696e0-0def-466a-805e-955a93eb3850,1.0.119
A Google user,Simply great idea,5,19-06-2015,9fd6e329-6839-4786-a8f8-f72ab4e7cae1,1.0.119
A Google user,"The application needs to be ""swipe killed"" to save the phone number. Either force closing it or ""backing"" out of seems to make the saving fail for whatever reason. It would be nice if you'd display a warning that it won't suspend and keep using the GPS location until the battery dies, unless it is swipe killed. I understand that you don't want it to be suspended before the location is sent, but you could at least provide a clear way to kill the application. It would also eliminate my first problem. I would personally never have noticed that my phone number wasn't saved and found a ""work around"" if it hadn't killed my battery. Not something you want to fiddle with in case of an emergency. Finally, 42 MB... why? So you didn't have to touch Java? I suppose all versions run on QT and they don't need to be certified individually, but judging from the quality the certification process can't be very thorough. The mobile applications seem really simple so I can't justify the size and load time/splash screen compared, well, native applications of acceptable quality. QT is definitely overkill for this case.",5,19-06-2015,c8323836-9727-42e2-9b12-44d072fa8760,1.0.119
A Google user,"This even shows the texts in English, because I use it as the language of the phone. Personally, it only asked for the number on the first start. I hear you have to enter it 1-4 times because of a bug that they are fixing.",1,19-06-2015,8b41b77a-9966-4f08-8c9a-b6cf1dc1d6cb,1.0.119
A Google user,Fault code and it won't install,4,18-06-2015,f5f1b366-b06b-4bc4-b9f5-1eed5f6f9480,1.0.119
A Google user,"Bra idé, especiall i skärgården!",2,18-06-2015,af2bcccf-77af-48f9-98b3-e52405a34cdd,1.0.119
A Google user,"How on earth could such a thing get through quality control? The phone number is asked again every time (obvious bug), the installation package has a size of 12 megabytes, which significantly raises the threshold to download this over 2G, for example, at a cottage (this cannot be explained by anything other than the fixation to shove that Qt everywhere, even with the threat that the size of the software approx. 20-fold) and for some strange reason, a splash screen is forcibly displayed every time at startup, which probably warms the mind at the point when you have managed to cut your leg and bleed to death. I don't care at all if this kind of garbage is sold to private customers for millions, but at the point when such a critical public service, the failure of which is paid for at worst in human lives, is implemented in such a totally unprofessional manner, it starts to bother me, to put it mildly. One star out of five and Smell ***ka.",4,18-06-2015,35a8765d-dfcc-4e6b-bd1b-46d7e57fe3a1,1.0.119
A Google user,An app of this level should force location services on or at least try to. Ite en mental point keep them on because they eat the battery right away.,1,18-06-2015,1bdcd9c9-b727-4b64-9fe3-ee54f584f5d5,1.0.119
A Google user,"Good idea, I hope for more from the implementation in the future. First aid/operational instructions? Also allow ip calls if, for example, the mobile network is down or out of range but wifi works. It would also make it possible to call the emergency number with a tablet. Although certainly not the primary way, would work as a backup system. The request for the phone number seems to come again when you start the application, but not every time. Does it work with secret number if hidden by default? Does it work if the call connects but there is no data network?",4,18-06-2015,0ca538a3-9183-4855-9973-c7111123a6d8,1.0.119
A Google user,"Works just fine in Jolla. I haven't made a real emergency call yet. It would be good if the application showed a map view or something else to see if the coordinates are correct. For example, the exact location of the phone inside this is certainly not known.",3,18-06-2015,0094b556-bb37-40a4-ab66-1b6cfd54cc0c,1.0.119
A Google user,Why does the program need the user's phone number? How can such a simple program take up more than 40 MB of space on the phone?,4,17-06-2015,a1d70967-7368-4477-b882-1ccc64186967,1.0.119
A Google user,Why does the phone number have to be entered every time the application is started? Bug or feature?,4,17-06-2015,bda7b931-8145-42a6-8776-6d00269ce7ae,1.0.119
A Google user,,4,17-06-2015,256c9421-a6e7-4276-ac9c-b5eb28ed4e85,1.0.114
Rauno “rane58” Härkönen,"All I need is the traffic bulletins for my place of residence, i.e. Uusimaa... Lapland's bulletins and alerts are pointless and disturbing... Remove those pointless alerts and get full 5 stars...!",2,30-01-2023,97c4bb2e-f2d1-4f80-859c-2f9528034fab,4.4.12
Jere Hauhia,Requests the right to the movement history. A bit too much monitoring in my opinion...,1,29-01-2023,4e46bdf9-107a-4e19-872c-ffaf951e9d58,4.4.12
Anssi Immonen,Continually asks for permission to use location data and updates haven't stopped it,1,25-01-2023,f03db662-ce20-48a1-9150-25e21a958db8,4.4.12
Aki N,Continually begs for location data and won't believe if it's only used. Amateurs making an app.,1,25-01-2023,fb391d3e-f18e-4636-be2f-37cabfecc7f9,4.4.12
Matti Antikainen,It's rude to demand constant positioning if you don't want to. Quick fix or the application will be removed.,1,24-01-2023,66c12669-2763-4b5e-8e0f-bcd163ca04b5,4.4.12
Helmi Ella,"Usability is now lost. If I don't give the right to locate all the time, the 112 will suck it up like a Tamagotchi. If I give permission, it warns me about broken traffic lights nearby, even though I don't even have a driver's license. Something borderline!",1,24-01-2023,93059a9d-59bc-47df-913f-c12f3f898436,4.4.11
Marko Peltonen,"Really annoying these latest updates regarding the location, no need to either time where I move",1,21-01-2023,4f3c8555-23f4-4276-8c22-6c85d32b8a1a,4.4.11
Pasi M,"Ok. Until the last update. Asks for location information many times. After re-installation, I was unable to enter my own phone number. The number keys disappeared before I could press them. I deleted the app.",1,21-01-2023,8cac8fa8-8a95-40f2-b9ef-d9f39f608334,2.0.0
Päivi Ant-Wuorinen,"It was a good and working app, now I had to turn it off when it started slandering the location all the time.",3,20-01-2023,d85484b4-98ee-4f37-9d31-b106e3f4a365,4.3.3
Pekka Järveläinen,"Location information and permits are not compatible with Android 13, please fix",2,20-01-2023,e7d43d6a-59e8-4438-aba9-13b6466d497c,4.4.11
Jukka Myllymäki,Slanders the location all the time (begs) Fix it or I'll delete the app.,1,20-01-2023,1cfe1b8a-7fe4-471d-819d-9f38ccab47d0,4.4.7
Tuomas Saloranta, Constantly asking for more permissions even though they are already on.,3,20-01-2023,8d482a5c-1ee4-492e-b3b8-5ce462df36e9,4.4.7
Sari Nisula,"With the last update came a constant request for location permission. I hope this gets fixed. Apparently, the application would like to use the location all the time, while the previous definition was only when the application was running.",2,20-01-2023,8f5904de-a7df-471e-94d4-89446a873bae,4.4.7
Timo Tuominen,"The new update messed up the app, shuts down by itself and insults about the lack of constant location information. Location allowed when the app is on.",1,19-01-2023,7f8b9d39-f942-4093-8ff3-4fe1c71509f7,4.3.3
Sanna Kallio,"The app constantly prompts you to check location data permissions. The application has all rights granted and ""always"" selected for the location as well. Is this a bug or a feature?",4,19-01-2023,32cf21e9-c508-4a4a-b083-c8a9d4fef3d7,4.4.7
Tomi Piipponen,"Yes, it went bad in the last update. The location slanders all the time.",4,18-01-2023,b2b97ac3-7840-4165-857a-58e28c35974d,4.4.7
Pauli Lönngren,Ok 👍❤,5,18-01-2023,10a84010-c310-49a0-a68d-db365ae7d855,4.3.3
Wäiski Ilves,"This update messed up the program. Requires constant location information, even if permission is given in the phone settings: when the program is in use. Even turning on location actively still messes up, previous update worked fine. Many other programs also want to use the location, and turning it on consumes the battery unnecessarily. Unnecessary battery consumption is not good for soldering if you want the phone to be for emergency situations when there are no electrical plugs in the forest for charging. The same problem on 2 different phones...",2,18-01-2023,cebee05d-e3fa-43ac-866b-fdce5932b846,4.4.7
Tomi Mutikainen,I wish I could still get this for a smart watch,5,12-01-2023,8a2df9fd-2421-4876-9858-449308810296,4.3.3
Anniina Kunnari,Excellent,3,07-01-2023,49d453d7-bc77-4094-a84e-b2437ea1c3d8,4.3.3
Kari Jyrkinen,"Well, that's OK, but does the alarm sound have to be that one, I absolutely have to mute the notifications, where do you get the beeps when the laptop breaks down. I understand that guy's beeping, if a nuclear war has broken out, not when a bear has been seen on Utsjoki or Pitäjänmäki o Crashed... :D",3,03-01-2023,a84ceda3-7430-416d-91e0-c73577d3e171,4.3.3
Foxsyl Vixen,Danger announcements and official announcements sometimes stutter really badly,2,27-12-2022,2b6acf6a-d519-41cf-9126-d0a45aa28dbc,4.3.3
Marianne Malkaniemi,The settings section could be clearer so that dangerous mistakes are not made regarding the settings.,3,13-12-2022,e30c839e-01df-4bb5-9fd0-3d228dbe6412,4.3.3
Höpön Löpö,"I haven't needed it yet, but it's definitely a good application. The program could add an option to the user settings to force GPS positioning on when calling. Or, even NOTE that the GPS is not on. It also doesn't show any danger notices, even though there was a factory chemical leak nearby that was even in the news.",3,06-12-2022,551b8894-6eaa-4485-9b67-52dff104d507,4.3.3
Pihla K,Safe❤️‍🔥,5,04-12-2022,22f0bb2c-58b3-4437-90d9-5a5ef0685cc7,4.3.3
Mr. Kalevi,There is no function these days. It's the same as saving official numbers on the phone.,1,03-12-2022,642e6882-914b-496b-becd-65ad5af95d1c,4.3.3
Kalle Vehviläinen,Good 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍🙂🙂🙂,5,26-11-2022,bd7f6496-efe2-4840-b0b8-8f8fca85c9d8,4.3.3
Asseri Katajamäki,Indispensable for many.,5,23-11-2022,f2054054-18c6-423a-9f45-d3e2fdb9565c,4.3.3
Emma H,really safe,5,03-11-2022,2749eec7-98c7-4e25-bab5-be75ba4ac6f8,4.3.3
rainbow2007,"The program is easy to use, only some information like resuscitation information for different situations could be added and logging out - the selection could be visible. An SOS emergency flash could also be necessary if the user can use it to indicate to others the need for help/a dangerous situation in the dark of the night. Fortunately, you were able to call with a normal number.",4,23-10-2022,9bb4546f-f0af-4550-b808-70b1a7caeb08,4.3.3
Topi K,"The 112 icon disappeared from the phone screen, although I can open the page!",2,16-10-2022,d65dce6d-b66e-4c71-915c-72d4433b8980,4.3.3
Sinikka Lehtonen,Positioning accuracy 1300m when I'm at home. 👎,3,08-10-2022,751715b4-17c0-45e5-b3ca-8aa380f77c56,4.3.3
Alex Mynttinen (Allu),Nice device,1,07-10-2022,26ba253d-94de-48ee-9950-3fa2d314eb35,4.3.3
Aulis Vainio,I've used it once in a real situation. There was no need to say the address. The operator saw it on the screen.,5,30-09-2022,5f684d25-7fd6-4eb2-b11a-bbeb3b9cbc20,4.2.21
Ilari Rantala,Uijjui älä,5,17-09-2022,8a1bd294-bf6e-4018-b4b5-7e1eb11f246e,4.3.3
Mirjam Porkola,Good app,1,14-09-2022,f371c3c5-630e-4d09-bb4c-dce6d11b1fb6,4.3.3
